"EIN","SEC_NAME","FRCD","SUBSECCD","TAXPER","ASSETS","INCOME","NAME","ADDRESS","CITY","STATE","NTEEFINAL","NAICS","ZIP5","RULEDATE","FIPS","FNDNCD","PMSA","MSA_NECH","CASSETS","CFINSRC","CTAXPER","CTOTREV","ACCPER","RANDNUM","NTEECC","NTEE1","LEVEL4","LEVEL1","NTMAJ10","MAJGRPB","LEVEL3","LEVEL2","NTMAJ12","NTMAJ5","FILER","ZFILER","OUTREAS","OUTNCCS"
481232926,"",20,3,202112,0,0,"WACONDA EDUCATIONAL ENDOWMENT ASSOCIATION INC","708 LOCUST ST","CAWKER CITY","KS","B03",813920,67430,200103,20123,15,NA,NA,NA,"",NA,NA,12,0.6829525076,"B03","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
481197521,"",20,3,202106,0,0,"UNIFIED SCHOOL DISTRICT NO 273 ENDOWMENT ASSOCIATION","PO BOX 547","BELOIT","KS","B1220",813219,67420,199902,20123,15,NA,NA,NA,"",NA,NA,6,0.3518565536,"B122","B","B","PC","ED","B","ZB","S","ED","ED","Y","Y","","IN"
710907118,"",20,3,202106,56769,22990,"SUPPORT SONORA SCHOOL INC","830 GREENLEY RD","SONORA","CA","B19",813219,95370,200406,6109,15,NA,NA,31800,"19eoextractez.xlsx",201906,21785,6,0.7470883142,"B19","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
830543716,"",20,19,202112,0,0,"UNITED AFTER DUTY","PO BOX 9012","KALISPELL","MT","W30",NA,59904,201811,NA,NA,NA,NA,NA,"",NA,NA,12,0.0393062516,"W30","W","W","O","PU","W","PB","O","PU","OT","Y","Y","","IN"
411844773,"",10,3,202012,922349,169967,"FRASER INDEPENDENT LIVING PROJECT III INC","2400 W 64TH ST","MINNEAPOLIS","MN","P82",624120,55423,199607,27053,16,NA,NA,978998,"19eoextract990.xlsx",201812,148178,12,0.6307013669,"P82","P","P","PC","HU","P","HS","O","HU","HU","Y","N","","IN"
831840512,"",60,3,NA,NA,NA,"HOMEWOOD COMMUNITY CHURCH INC","2811 CRESCENT AVE","HOMEWOOD","AL","",NA,35209,197404,NA,NA,NA,NA,NA,"",NA,NA,NA,0.9297354856,"","","","PC","UN","","-","O","UN","OT","N","N","","IN"
391470359,"JEFFERSON CO HORSE & PONY PROJECT",20,3,202106,0,0,"BOARD OF REGENTS OF THE UNIVERSITY OF WISCONSIN SYSTEM","864 COLLINS RD","JEFFERSON","WI","N69",713990,53549,201403,55055,15,NA,NA,NA,"",NA,NA,6,0.9684313291,"N69","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
262132266,"GREEN MOBILITY NETWORK",20,3,202112,0,0,"GREEN MOBILITY NETWORK INC","9055 SW 73RD CT APT 2103","MIAMI","FL","N99",713990,33156,200807,12086,15,NA,NA,NA,"",NA,NA,12,0.0541884162,"N99","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
391999010,"JUNCTION CITY GOLDEN STARS 4-H CLUB",20,3,202106,0,0,"BOARD OF REGENTS OF THE UNIVERSITY OF WISCONSIN SYSTEM","1462 STRONGS AVE","STEVENS POINT","WI","N50",713990,54481,201403,55097,15,NA,NA,NA,"",NA,NA,6,0.0639016514,"N50","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
273083602,"",20,3,202112,0,0,"REBUILD GLOBAL","44992 DOLCE ST","TEMECULA","CA","Q99",813311,92592,201104,6073,15,NA,NA,NA,"",NA,NA,12,0.994011596,"Q99","Q","Q","PC","IN","Q","IN","O","IN","OT","Y","Y","","IN"
66075792,"",1,92,202112,635001,209318,"COLUMBIA UNIVERSITY TR UW","PO BOX 653067","DALLAS","TX","B1143",813219,75265,197012,44007,0,NA,NA,NA,"",NA,NA,12,0.1419779221,"B114","B","B","O","ED","B","ZA","S","ED","ED","Y","N","","IN"
311492023,"RALPH WARD",10,8,202106,74920,393371,"FRATERNAL ORDER OF ORIOLES SUPREME NEST","PO BOX 154","MEADOWBROOK","WV","Y41",813410,26404,194102,54033,0,NA,NA,65077,"19eoextract990.xlsx",201906,82831,6,0.8206962222,"Y41","Y","Y","O","MU","Y","MO","M","MU","OT","Y","N","","IN"
431005405,"MISSOURI NEA",10,5,202108,11396478,8974900,"MISSOURI NATIONAL EDUCATION ASSOCIATION","1810 E ELM ST","JEFFERSON CTY","MO","B03",813920,65101,198204,29051,0,NA,NA,8185463,"19eoextract990.xlsx",201808,8763273,8,0.0607056712,"B03","B","B","O","ED","B","ED","O","ED","ED","Y","N","","IN"
237628971,"518-NC",20,8,202112,0,0,"WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY","114 SADOR ST","CHERRYVILLE","NC","Q35",813319,28021,194112,37045,0,NA,NA,NA,"",NA,NA,12,0.5050761856,"Q35","Q","Q","O","IN","Q","IN","O","IN","OT","Y","Y","","IN"
383878194,"",20,3,202112,0,0,"HELPING HANDS RESOURCE CENTER INC","3906 NW 167TH ST","MIAMI GARDENS","FL","B70",514120,33054,201208,12086,15,NA,NA,NA,"",NA,NA,12,0.1636692639,"B70","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
953566978,"",10,3,202012,57454,60504,"OVEREATERS ANONYMOUS SAN FERNANDO VALLEY INTERGROUP","20121 VENTURA BLVD STE 315","WOODLAND HLS","CA","F53",621498,91364,198704,6037,16,NA,NA,54317,"19eoextractez.xlsx",201812,48415,12,0.9003461474,"F53","F","F","PC","HE","F","HE","O","HE","HE","Y","N","","IN"
10951852,"",20,7,202012,0,0,"SUGAR BOWL SKI CLUB","1939 HARRISON ST STE 605","OAKLAND","CA","N68",713990,94612,201109,6001,0,NA,NA,NA,"",NA,NA,12,0.3300743215,"N68","N","N","O","HU","N","HS","O","HU","HU","Y","Y","","IN"
611070236,"",60,3,NA,NA,NA,"FAITH COMMUNITY CHURCH","PO BOX 138","HARNED","KY","X20",813110,40144,199811,21027,10,NA,NA,NA,"",NA,NA,NA,0.4956594388,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
237020865,"IDLEWOOD ES PTA",20,3,202107,0,0,"PTA GEORGIA CONGRESS","1484 IDLEWOOD RD","TUCKER","GA","B94",813410,30084,196309,13089,16,NA,NA,NA,"",NA,NA,7,0.7285173636,"B94","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
833012509,"",20,3,202112,0,0,"ASHLAND YOUTH VOLLEYBALL LEAGUE","PO BOX 2118","ASHLAND","KY","N60",NA,41105,202105,NA,NA,NA,NA,NA,"",NA,NA,12,0.1111889391,"N60","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
870839456,"",20,3,NA,NA,NA,"AMERICAN FELINE SOCIETY INC","8210 CICADA DR","MISSOURI CITY","TX","D20",NA,77459,202108,NA,NA,NA,NA,NA,"",NA,NA,NA,0.8341201175,"D20","D","D","PC","EN","D","EN","O","EN","OT","N","N","","IN"
941689153,"",60,3,NA,NA,NA,"NAPA VALLEY LUTHERAN CHURCH","1796 ELM ST","NAPA","CA","X21",813110,94559,198804,6055,10,NA,NA,NA,"",NA,NA,NA,0.0092608918,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
710249142,"",10,6,202012,181407,201324,"MORRILTON CHAMBER OF COMMERCE","115 E BROADWAY ST","MORRILTON","AR","S41",813910,72110,197205,5029,0,NA,NA,142992,"19eoextract990.xlsx",201812,248356,12,0.0298155213,"S41","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
460918031,"",20,3,202106,0,0,"PHILADELPHIA CHAPTER OF THE SOCIETY OF ARCHITECTURAL HISTORIANS","219 S 6TH ST","PHILADELPHIA","PA","A40",710000,19106,201302,42101,16,NA,NA,NA,"",NA,NA,6,0.8590725032,"A40","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
742804268,"",10,3,202012,5616310,7111291,"TEXAS APPLESEED","1609 SHOAL CREEK BLVD STE 201","AUSTIN","TX","R20",813311,78701,199704,48453,15,NA,NA,1607544,"19eoextract990.xlsx",201812,1855431,12,0.1670294694,"R20","R","R","PC","PU","R","PB","O","PU","OT","Y","N","","IN"
50392995,"",10,3,202112,95609,167870,"CONSERVATION AGENCY","67 HOWLAND AVE","JAMESTOWN","RI","C30",813312,2835,198707,44005,15,NA,NA,38276,"19eoextract990.xlsx",201812,198788,12,0.8973442629,"C30","C","C","PC","EN","C","EN","O","EN","OT","Y","N","","IN"
751178430,"",1,3,NA,NA,NA,"THE LAKE STREET CORPORATION","829 BARCLAY DR","TYLER","TX","Z99",NA,75703,202207,48423,0,NA,NA,NA,"",NA,NA,NA,0.7782602102,"Z99","Z","Z","PC","UN","Z","UN","O","UN","OT","N","N","","IN"
473273191,"",20,3,202112,0,0,"HEART PROGRAM INC","3415 BRENDAN AVE","BALTIMORE","MD","G43",813212,21213,201505,24510,15,NA,NA,1,"19eoextractez.xlsx",201812,0,12,0.8085581775,"G43","G","G","PC","HE","G","HE","O","HE","HE","Y","Y","","IN"
273511973,"ST PETER CONFERENCE",20,3,202109,0,0,"SOCIETY OF SAINT VINCENT DE PAUL IN THE ARCHDIOCESE OF BOSTON","10 MEMORIAL DR","PLYMOUTH","MA","X22",813110,2360,201303,25023,16,NA,NA,NA,"",NA,NA,9,0.6281786891,"X22","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
370155273,"31 MT VERNON LODGE",20,10,202112,0,0,"ANCIENT FREE & ACCEPTED MASONS OF ILLINOIS","2866 VIA VERDE ST","SPRINGFIELD","IL","Y42",813410,62703,194007,17167,0,NA,NA,NA,"",NA,NA,12,0.6965818638,"Y42","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
680137945,"",60,3,NA,NA,NA,"CROSSROADS GRACE COMMUNITY CHURCH","PO BOX 1200","MANTECA","CA","X20",813110,95336,198804,6077,10,NA,NA,NA,"",NA,NA,NA,0.8622089285,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
300505989,"AWAKE CHURCH",60,3,NA,NA,NA,"AWAKE CHRISTIAN REFORMED CHURCH","8525 GREENWOOD AVE N","SEATTLE","WA","X21",813110,98103,197502,53033,10,NA,NA,NA,"",NA,NA,NA,0.5691568318,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
134346645,"",20,3,202112,0,0,"LARCHMONT-MAMARONECK LOCAL SUMMIT INC","10 INDIAN COVE RD","MAMARONECK","NY","P20",624000,10543,200704,36119,15,NA,NA,NA,"",NA,NA,12,0.7798791312,"P20","P","P","PC","HU","P","HS","O","HU","HU","Y","Y","","IN"
273383131,"",20,3,202112,0,0,"UNITED IN PLAY INC","2061 29TH ST APT 1R","ASTORIA","NY","A65",711110,11105,201010,36081,15,NA,NA,NA,"",NA,NA,12,0.5368297305,"A65","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
800282061,"SOAR KENTUCKY INC",20,3,202112,0,0,"SPEAK OUT AND RESCUE KENTUCKY","143 E MAIN ST","GEORGETOWN","KY","D20",813312,40324,200902,21209,15,NA,NA,NA,"",NA,NA,12,0.1487383035,"D20","D","D","PC","EN","D","EN","O","EN","OT","Y","Y","","IN"
461663401,"",10,3,202112,207053,273342,"HOWARD T ODUM FLORIDA SPRINGS INSTITUTE INC","23695 W US 27","HIGH SPRINGS","FL","C32",813312,32643,201304,12001,15,NA,NA,122191,"19eoextract990.xlsx",201812,380847,12,0.5553804156,"C32","C","C","PC","EN","C","EN","O","EN","OT","Y","N","","IN"
271262886,"",60,3,202112,4201853,1648860,"CHAM DOEN PRESBYTERIAN CHURCH INC","24 W SHEFFIELD AVE","ENGLEWOOD","NJ","X21",813110,7631,196401,34003,10,NA,NA,3731069,"19eoextract990.xlsx",201812,1656172,12,0.2770541482,"X21","X","X","PC","RE","X","RE","O","RE","OT","Y","N","","IN"
471718042,"",20,3,202004,0,0,"CARE IN CATASTROPHE","12 BIRCH KNLS","CAPE ELIZ","ME","M20",624230,4107,201409,44007,15,NA,NA,NA,"",NA,NA,4,0.9657906899,"M20","M","M","PC","HU","M","HS","O","HU","HU","N","N","","IN"
611082887,"",10,3,202112,479679,547816,"AVAWAM VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD INC","PO BOX 369","AVAWAM","KY","M24",624230,41713,198603,21193,15,NA,NA,434380,"19eoextract990.xlsx",201812,111842,12,0.0141581682,"M24","M","M","PC","HU","M","HS","O","HU","HU","Y","N","","IN"
396076760,"",20,3,202112,0,0,"LAKE RIPLEY INSTITUTE INC","4812 CRYSTAL SPG","RACINE","WI","C99",813312,53406,196507,55101,15,NA,NA,NA,"",NA,NA,12,0.5800941914,"C99","C","C","PC","EN","C","EN","O","EN","OT","Y","Y","","IN"
340938575,"",20,3,202112,0,0,"AMERICAN NAME SOCIETY","1040 MACY AVE","CHICO","CA","S41",813910,95926,195306,36007,16,NA,NA,NA,"",NA,NA,12,0.2771264874,"S41","S","S","PC","PU","S","PB","O","PU","OT","Y","Y","","IN"
742608736,"",10,3,202012,9297614,6853984,"VOLUNTEERS OF VICTORIA INC","1411 PORT LAVACA DR","VICTORIA","TX","L20",624229,77901,199201,48469,16,NA,NA,7714872,"19eoextract990.xlsx",201812,5642756,12,0.766506335,"L20","L","L","PC","HU","L","HS","O","HU","HU","Y","N","","IN"
843558614,"",20,3,202112,1,0,"CONNECTED GIVING FOUNDATION","11710 PLAZA AMERICA DR STE 400","RESTON","VA","U41",NA,20190,202003,NA,NA,NA,NA,NA,"",NA,NA,12,0.0510567955,"U41","U","U","PC","PU","U","PB","O","PU","OT","Y","Y","","IN"
841831883,"",20,3,202112,0,0,"PHOENIX SHOULDER SOCIETY INC","1 KETTLE POINT AVE","E PROVIDENCE","RI","H03",NA,2914,202004,NA,NA,NA,NA,NA,"",NA,NA,12,0.9453642088,"H03","H","H","PC","HE","H","HE","O","HE","HE","Y","Y","","IN"
462321263,"",60,3,202112,0,0,"POWER INST OF LEADERSHIP INC","8 GOLDEN POND DR","MILLTOWN","NJ","W70",813410,8850,199112,12115,10,NA,NA,NA,"",NA,NA,12,0.3631236123,"W70","W","W","PC","PU","W","PB","O","PU","OT","Y","Y","","IN"
581207412,"FLINT RIVER",60,3,NA,NA,NA,"NEW SALEM BAPTIST CHURCH OF GRIFFIN INC","57 BICYCLE RD","GRIFFIN","GA","X21",813110,30223,196412,13255,10,NA,NA,NA,"",NA,NA,NA,0.4939522967,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
272376010,"",20,6,202112,0,0,"ACCELERATE WEST CENTRAL INDIANA","630 WABASH AVE STE 205","TERRE HAUTE","IN","S41",813910,47807,201109,18167,0,NA,NA,NA,"",NA,NA,12,0.2717919864,"S41","S","S","O","PU","S","PB","O","PU","OT","Y","Y","","IN"
834099012,"",1,3,202012,810,186000,"LDG DEVELOPMENT FOUNDATION","1469 SOUTH FOURTH STREET","LOUISVILLE","KY","T20",NA,40208,202001,NA,NA,NA,NA,NA,"",NA,NA,12,0.9533489316,"T20","T","T","PC","PU","T","ZC","S","PU","OT","Y","N","","IN"
831496932,"",20,3,202112,0,0,"WESTERN MARKET COMMERCIAL DISTRICT","3325 MICHIGAN AVE","DETROIT","MI","S31",NA,48216,201812,NA,NA,NA,NA,NA,"",NA,NA,12,0.5348834522,"S31","S","S","PC","PU","S","PB","O","PU","OT","Y","Y","","IN"
420698280,"",60,3,201812,NA,NA,"COLLEGIATE PRESBYTERIAN CHURCH","159 SHELDON AVE","AMES","IA","X21",813110,50014,196401,19169,10,NA,NA,NA,"",NA,NA,12,0.7371925077,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
811293892,"",20,3,202106,0,0,"DYSLEXIA RESOURCE CENTER INC","3164 GOVERNMENT ST","BATON ROUGE","LA","B99",NA,70806,201705,NA,NA,NA,NA,NA,"",NA,NA,6,0.1651220497,"B99","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
980674509,"",10,3,202012,640370626,114310533,"WARSZAWSKI UNIWRSYTET MEDYCZNY","WARSAW 02-091","POLAND","","B99",611000,0,201305,NA,11,NA,NA,601217440,"19eoextract990.xlsx",201812,116062046,12,0.412533683,"B99","B","B","PC","ED","B","ED","O","ED","ED","Y","N","F","OUT"
521259358,"",10,3,202106,5416325,2324427,"THE MARYLAND SYMPHONY ORCHESTRA INC","21 SOUTH POTOMAC ST 2ND FLOOR","HAGERSTOWN","MD","A1969",813219,21740,198302,24043,15,NA,NA,3511262,"core2017pc",201706,1998394,6,0.0861870945,"A196","A","A","PC","AR","A","AR","O","AR","AR","Y","N","","IN"
940445365,"1546",10,5,202112,1164172,673950,"INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS","10260 MACARTHUR BLVD","OAKLAND","CA","J40",813930,94605,194012,6001,0,NA,NA,961960,"19eoextract990.xlsx",201812,550027,12,0.9715087539,"J40","J","J","O","HU","J","HS","O","HU","HU","Y","N","","IN"
852906075,"",20,3,NA,NA,NA,"IMPACT SPORTS INCORPORATED","143 PARKWAY DR","HAMPTON","VA","T30",NA,23669,202011,NA,NA,NA,NA,NA,"",NA,NA,NA,0.3284904385,"T30","T","T","PC","PU","T","ZD","S","PU","OT","N","N","","IN"
136161880,"",1,3,202010,1108964,102862,"NATHAN & HELEN KOHLER FOUNDATION","666 OLD COUNRTY RD","GARDEN CITY","NY","T20",813211,11530,196410,36059,4,NA,NA,NA,"",NA,NA,10,0.5997050467,"T20","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
205345678,"",20,3,202112,0,0,"KING WILLIAM PUBLIC SCHOOLS EDUCATION FOUNDATION","353 CHERRY HILL CIR E","AYLETT","VA","B12",813219,23009,200702,51101,15,NA,NA,NA,"",NA,NA,12,0.3691636743,"B12","B","B","PC","ED","B","ZB","S","ED","ED","Y","Y","","IN"
237354915,"",20,3,202112,0,0,"COMMUNITY ARTS ASSOCIATION OF CONWAY INC","PO BOX 603","CONWAY","AR","A03",813920,72033,197402,5045,16,NA,NA,NA,"",NA,NA,12,0.7336665462,"A03","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
411794924,"",10,3,202012,11012912,5494274,"CLARE HOUSING","929 CENTRAL AVE NE","MINNEAPOLIS","MN","P74",623110,55413,199505,27053,15,NA,NA,8805822,"19eoextract990.xlsx",201812,4670755,12,0.5851629456,"P74","P","P","PC","HU","P","HS","O","HU","HU","Y","N","","IN"
942494910,"",10,3,202106,3106579,3489053,"SAKLAN VALLEY SCHOOL","1678 SCHOOL ST","MORAGA","CA","B24",611110,94556,197903,6013,11,NA,NA,2460559,"core2017pc",201806,2483177,6,0.0930771827,"B24","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
237529186,"533 STANFORD CHAPTER",20,10,202012,0,0,"ORDER OF EASTERN STAR OF INDIANA","8939 W HINDS RD","BLOOMINGTON","IN","U31",541710,47403,197209,18109,0,NA,NA,NA,"",NA,NA,12,0.9168278414,"U31","U","U","O","PU","U","PB","O","PU","OT","Y","Y","","IN"
464249764,"",20,3,202012,0,0,"REACH OUT A HAND USA","1237 S VICTORIA AVE 203","OXNARD","CA","G51",813212,93035,201408,6111,16,NA,NA,NA,"",NA,NA,12,0.9881904648,"G51","G","G","PC","HE","G","HE","O","HE","HE","Y","Y","","IN"
473417510,"",20,3,202108,26859,8873,"CJ PRESCOTT PARENT-TEACHER ORGANIZATION","66 RICHLAND RD","NORWOOD","MA","B94",813410,2062,201504,25021,15,NA,NA,7582,"19eoextractez.xlsx",201808,31496,8,0.8469346102,"B94","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
275111306,"",10,4,202012,24083606,258205,"SUGAR HILL NEW MARKET TAX CREDIT INC","583 RIVERSIDE DRIVE","NEW YORK","NY","L80",624229,10031,201203,36061,0,NA,NA,25714676,"19eoextract990.xlsx",201812,302868,12,0.9448255116,"L80","L","L","O","HU","L","HS","O","HU","HU","Y","N","","IN"
112981283,"",60,3,NA,NA,NA,"PILGRIM WESLEYAN CHURCH OF BROOKLYN","PO BOX 260620","BROOKLYN","NY","B25",611110,11226,197005,36047,10,NA,NA,NA,"",NA,NA,NA,0.426021276,"B25","B","B","PC","ED","B","ED","O","ED","ED","N","N","","IN"
455492519,"",10,3,202112,50353,193873,"SOLIDARITY UGANDA","1937 SMITH STATION RD","HANOVER","PA","R20",813311,17331,201312,42133,15,NA,NA,NA,"",NA,NA,12,0.3728602432,"R20","R","R","PC","PU","R","PB","O","PU","OT","Y","N","","IN"
812027834,"",20,3,202112,0,0,"NATIONAL POLICE TRAINING FOUNDATION","1621 DONNA DR STE 3","VIRGINIA BCH","VA","I60",541199,23451,201606,51013,15,NA,NA,NA,"",NA,NA,12,0.6563305767,"I60","I","I","PC","HU","I","HS","O","HU","HU","Y","Y","","IN"
133791289,"",60,3,NA,NA,NA,"NEW COVENANT LIFE CHRISTIAN CENTER INC","68 EDGECOMBE AVE","NEW YORK","NY","X20",813110,10030,199501,36061,10,NA,NA,NA,"",NA,NA,NA,0.5979343799,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
352548920,"",20,3,201912,0,0,"AMERICAN GUYANESE HERITAGE ORGANIZATION INC","2 TAFT ST","SOMERS","NY","B82",813410,10589,201605,36119,15,NA,NA,NA,"",NA,NA,12,0.1759629604,"B82","B","B","PC","ED","B","ED","O","ED","ED","N","N","","IN"
874516941,"",10,3,NA,NA,NA,"CAMP EXPOSURE","5900 BALCONES DR STE 100","AUSTIN","TX","O50",NA,78731,202207,NA,NA,NA,NA,NA,"",NA,NA,NA,0.1965868132,"O50","O","O","PC","HU","O","HS","O","HU","HU","N","N","","IN"
770494270,"",1,3,202012,1349771,620612,"JAMES D SCHEINFELD FAMILY FOUNDATION","FOUNDATION SOURCE 501 SILVERSIDE RD","WILMINGTON","DE","P20",624000,19809,199901,6083,4,NA,NA,NA,"",NA,NA,12,0.5043041544,"P20","P","P","PF","HU","P","HS","S","HU","HU","Y","N","","IN"
311427220,"",60,3,NA,NA,NA,"REFUGE TEMPLE CHURCH OF CHRIST","555 E MOLER ST","COLUMBUS","OH","X21",813110,43207,200304,39049,10,NA,NA,NA,"",NA,NA,NA,0.2865244578,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
465426661,"",20,3,202012,0,0,"CALIFORNIA GLOBAL UNIVERSITY","3470 WILSHIRE BLVD STE 310","LOS ANGELES","CA","B43",611310,90010,201607,6037,11,NA,NA,NA,"",NA,NA,12,0.7861593579,"B43","B","B","PC","ED","BH","ED","O","BH","ED","Y","Y","","IN"
680382543,"",20,7,202103,0,0,"IRON HORSE MOTHERS CLUB","PO BOX 3314","SAN RAMON","CA","N69",713990,94583,200210,6013,0,NA,NA,NA,"",NA,NA,3,0.5528802585,"N69","N","N","O","HU","N","HS","O","HU","HU","Y","Y","","IN"
510229323,"L2968ME BUREAU OF CORRECTIONS EMPS",20,5,202112,0,0,"AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES","8 BEACON STREET","BOSTON","MA","S20",813410,2108,195708,23011,0,NA,NA,NA,"",NA,NA,12,0.0667675093,"S20","S","S","O","PU","S","PB","O","PU","OT","Y","Y","","IN"
911954090,"",60,3,NA,NA,NA,"CALVARY SLAVIC CHRISTIAN CHURCH","12801 NE 4TH AVE","VANCOUVER","WA","X20",813110,98685,196408,53011,10,NA,NA,NA,"",NA,NA,NA,0.1866249505,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
260062334,"",10,3,202012,701833,1063417,"MISSOURI BUDGET PROJECT","1 CAMPBELL PLZ STE 101 BLDG A","SAINT LOUIS","MO","W05",541720,63139,200310,29510,15,NA,NA,655303,"19eoextract990.xlsx",201812,925922,12,0.2788636599,"W05","W","W","PC","PU","W","PB","O","PU","OT","Y","N","","IN"
461128814,"",20,3,202112,0,0,"PAMELA JOY RIPP FOUNDATION INC","6676 QUAILRUN CT","LOVELAND","OH","X20",813110,45140,201403,39025,15,NA,NA,NA,"",NA,NA,12,0.5836926054,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
862002579,"",20,3,202112,0,0,"INDIANA PADDLESPORTS ALLIANCE","765 CAMELOT MNR","PORTAGE","IN","N01",NA,46368,202109,NA,NA,NA,NA,NA,"",NA,NA,12,0.9996940282,"N01","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
454968768,"",20,3,202112,0,0,"LACCEA SCHOLARSHIP FOUNDATION","1848 N ALLEN AVE","PASADENA","CA","B82",813410,91104,201405,6037,15,NA,NA,8591,"core2017pc",201712,2160,12,0.6901461586,"B82","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
237052147,"7 VFW AUX DISTRICT DEPARTMENT OF MO",20,4,202112,0,0,"VFW AUXILIARY DEPARTMENT OF MISSOURI","21985 LAWRENCE 1085","MONETT","MO","W30",813410,65708,197010,29097,0,NA,NA,NA,"",NA,NA,12,0.64880079,"W30","W","W","O","PU","W","PB","O","PU","OT","Y","Y","","IN"
851499201,"",20,3,202106,0,0,"ATLAS ANIMAL RESCUE CORP","4650 FAROUSSE WAY","PASO ROBLES","CA","D20",NA,93446,202009,NA,NA,NA,NA,NA,"",NA,NA,6,0.9441921153,"D20","D","D","PC","EN","D","EN","O","EN","OT","Y","Y","","IN"
273973995,"",20,3,202103,0,0,"KILLINGLY YOUTH WRESTLING CLUB INC","PO BOX 491","DAYVILLE","CT","N70",NA,6241,201806,NA,NA,NA,NA,NA,"",NA,NA,3,0.6558005558,"N70","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
842840221,"",20,3,202112,0,0,"CESAR CHAVEZ CELEBRATION COMMITTEE OF MESA COUNTY","1183 RICHWOOD AVE","FRUITA","CO","A99",NA,81521,201910,NA,NA,NA,NA,NA,"",NA,NA,12,0.5654230839,"A99","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
823594792,"STUDIO FARMER",20,3,202109,0,0,"STUDIO FARMER","PO BOX 12604","AUGUSTA","GA","J22",NA,30914,201809,NA,NA,NA,NA,NA,"",NA,NA,9,0.7905963343,"J22","J","J","PC","HU","J","HS","O","HU","HU","Y","Y","","IN"
300760799,"",20,7,202112,0,0,"BEAR CREEK SHOOTING SPORTS CLUB INC","PO BOX 175","JOHN DAY","OR","N61",713990,97845,201305,41023,0,NA,NA,NA,"",NA,NA,12,0.6835791619,"N61","N","N","O","HU","N","HS","O","HU","HU","Y","Y","","IN"
930753301,"",10,3,202106,103492,51948,"DELTA ROTARY FOUNDATION","3595 CELESTE WAY","EUGENE","OR","S80",813410,97408,198003,41039,15,NA,NA,132801,"19eoextractez.xlsx",201806,54773,6,0.6397087439,"S80","S","S","PC","PU","S","PB","O","PU","OT","Y","N","","IN"
586119492,"",60,3,NA,NA,NA,"ENTERPRISE BAPTIST CHURCH","1006 NICHOLSON ST","RICHLAND","GA","X21",813110,31825,196412,13259,10,NA,NA,NA,"",NA,NA,NA,0.2679103587,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
711027126,"",20,3,202112,0,0,"H B SUGGS COMMUNITY CENTER","3632 SOUTH GEORGE ST","FARMVILLE","NC","P28",624190,27828,200806,37147,16,NA,NA,58110,"core2017pc",201712,104948,12,0.7360103831,"P28","P","P","PC","HU","P","HS","O","HU","HU","Y","Y","","IN"
43176221,"",20,3,202112,26203,34100,"AGAWAM SPECIALS INC","600 SUFFIELD ST UNIT 197","AGAWAM","MA","I12",NA,1001,202001,NA,NA,NA,NA,NA,"",NA,NA,12,0.0230770043,"I12","I","I","PC","HU","I","ZB","S","HU","HU","Y","N","","IN"
